,a,a_std,a_subj.0,a_subj.1,a_subj.2,a_subj.3,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,a_subj.10,a_subj.11,t,t_std,t_subj.0,t_subj.1,t_subj.2,t_subj.3,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,t_subj.10,t_subj.11,z_trans,z_std,z_subj_trans.0,z_subj_trans.1,z_subj_trans.2,z_subj_trans.3,z_subj_trans.4,z_subj_trans.5,z_subj_trans.6,z_subj_trans.7,z_subj_trans.8,z_subj_trans.9,z_subj_trans.10,z_subj_trans.11,v_Intercept,v_Intercept_std,v_Intercept_subj.0,v_Intercept_subj.1,v_Intercept_subj.2,v_Intercept_subj.3,v_Intercept_subj.4,v_Intercept_subj.5,v_Intercept_subj.6,v_Intercept_subj.7,v_Intercept_subj.8,v_Intercept_subj.9,v_Intercept_subj.10,v_Intercept_subj.11,v_cov,v_cov_std,v_cov_subj.0,v_cov_subj.1,v_cov_subj.2,v_cov_subj.3,v_cov_subj.4,v_cov_subj.5,v_cov_subj.6,v_cov_subj.7,v_cov_subj.8,v_cov_subj.9,v_cov_subj.10,v_cov_subj.11
0,1.6573132321390047,0.15809459266060583,1.6770081212929382,1.7442206157483284,1.5813490016448994,1.9233251841738994,1.7048439760809004,1.791145390131944,1.6774277696911084,1.748328375369142,1.6324180856967803,1.4048682126056922,1.8854437990196486,1.7256798895837604,0.4215062638772913,0.13463144783496192,0.586495984486891,0.5869324730041481,0.32947865132609927,0.538092829332787,0.4844117721090526,0.36212902935335534,0.44939222022809006,0.45649463625778586,0.44573061103796946,0.5596475686687719,0.5781786187850865,0.5031330129225535,0.416334374202343,0.02167205471112355,0.405301876493841,0.39595958568519213,0.38648956639958243,0.4200665599230636,0.4102516393549968,0.3938618115587424,0.3905476709246743,0.43010681572646264,0.4563875292778221,0.4245791496921033,0.4213920112390229,0.42349540806127867,0.5652412343945724,0.04645028546093608,0.5930383886721035,0.5498763162850826,0.5636592796058807,0.5458618515638258,0.6255744716888892,0.6072677554622248,0.5971562956147395,0.5525904465209119,0.5371907152650601,0.5627630825283312,0.5315374057242237,0.5834310530949247,0.4009293613518952,0.24590278769052604,0.5597032991846289,0.3473127206239034,0.2377470497277161,0.7168298032593903,0.7648498447734275,0.5967649404818961,0.17997174007415911,0.24166252348823253,0.1801791723811784,0.48930289437796937,0.2897158927051528,0.6132659566000304
1,1.768200107514553,0.17686819812240048,1.770974914660515,1.8271342488811984,1.64743483584428,1.995401684856267,1.7591692219434718,1.843739685078283,1.6723965062604365,1.7716203082763469,1.704794836141288,1.416001872942494,1.9743777211778764,1.7816088996671469,0.5196342703420205,0.08187403467501557,0.5768001143449837,0.5494909532150544,0.3441397801124983,0.5036661514440144,0.4677570954678943,0.37502143510309827,0.4703163251432224,0.4666531098949685,0.4165815214327096,0.545287328052028,0.5475260367227585,0.47296613763922385,0.4061438172786106,0.015440275929229735,0.4143332498690952,0.43329585486093586,0.4195717670709343,0.3647348318001129,0.422866104355191,0.391381107477336,0.4085469890950467,0.4112860560865185,0.41663330275064614,0.4138321884376902,0.41119777280855657,0.41793137650279066,0.5787113305371437,0.05448751845778953,0.6094151275141002,0.5760006578772223,0.537242587494261,0.55765756811315,0.6028430345258241,0.5054174252688278,0.4850747337118214,0.6477263126174584,0.5630593255307954,0.5775134828163119,0.5651472690738835,0.6520144572625668,0.4854864534212812,0.22684514312227855,0.1532236179024414,0.37396499101971004,0.3706664732208964,0.2791560699987537,0.6672230820615596,0.5803336169239273,0.37478117155413176,0.8103969523596953,0.431873630169913,0.7287563226534064,0.2915730656894998,0.6311950465679124
2,1.7312256616144837,0.23937648299176428,1.418789075217969,1.680963730689578,1.4923373353130354,1.8270812147929356,1.7741515785027246,1.735879371539445,1.7923414699975275,1.7395419283425226,1.6185728999698672,1.4017880732892,1.98225382297288,1.9199324630122403,0.4881362312219497,0.07500470667351335,0.5837825548351836,0.5960613766437918,0.37366259989349315,0.5372023077719401,0.483329720168935,0.3703929889705351,0.4407736163775794,0.4630849240020478,0.4496636555447038,0.5360658704906129,0.5568202702069788,0.4411716420883701,0.3966053023757031,0.01608010301830673,0.4170712481653906,0.3718144901560838,0.3806948327833214,0.4018304180034618,0.39620185269337876,0.3977406080566272,0.4142033510233543,0.4055388888008392,0.4039536981858266,0.3877238881725117,0.40517554993036153,0.38391381998143936,0.5651434870516878,0.03894863077311611,0.5642183172965506,0.5489811328282364,0.6045719628420505,0.5983806694224659,0.5595209357546459,0.503996134480037,0.5481984015030122,0.5470415807583636,0.5954214039059695,0.4734911750781205,0.5962475576314433,0.6136749281592444,0.44328106670026657,0.16409607477348234,0.563029642637178,0.24071071850797807,0.1633035241551743,0.3910285264254262,0.5381941397445844,0.5173744115091812,0.415195722113302,0.5754745513987329,0.33321314285100967,0.5169760654929857,0.7793452895845381,0.7252603262007686
3,1.697848207696831,0.31852986597285304,1.4093309885437661,1.7835685610547432,1.433525596188983,1.813429559922873,1.6965184288742217,1.7332756714848487,1.7451276835651564,1.6457635722048005,1.7551314512814273,1.4554321883590242,1.8887718963817726,1.9124785893540759,0.5395443748457696,0.07108264430005938,0.5995995349925635,0.557312938798162,0.3865981157789465,0.5530155971892307,0.4623699309616229,0.38741865948477483,0.4234028638468234,0.478515467084561,0.43178627494098376,0.5356220670528736,0.5390566911104728,0.5028981965843139,0.39757624906016725,0.01131039481751972,0.3850874327461692,0.38909371664369846,0.402153937130191,0.38578936308142137,0.39333271820033966,0.40259722630171646,0.39233462607560515,0.38975383249775347,0.3993286716425338,0.4193053095968394,0.38332984635376854,0.3844333754249292,0.5073371673503723,0.09488227251248882,0.6113885240479332,0.4685470253109558,0.5985168252500268,0.5893922353469884,0.564950717689583,0.4759564910745339,0.4822035211595561,0.4872981522930337,0.5243469614062635,0.4853456746678698,0.6021385649347208,0.6404263995831476,0.47821008856947456,0.14031563492897653,0.4370834104171817,0.26761911409746064,0.1962642082885589,0.42266236810977453,0.392643160745454,0.6081718823399147,0.4240973167954251,0.6740964902135547,0.44570093873954564,0.4956690363632506,0.7234262125361157,0.4431038764759316
4,1.6320368625968986,0.291677490670624,1.66066643684841,1.5683309239104741,1.4047341732725152,1.8460079811816388,2.142438508265301,1.7777433116487176,1.7833226954797605,1.4892992453540876,1.6889995793058836,1.4177774878921485,1.8336445977077078,2.01250440112312,0.4928915297430274,0.1458051477868027,0.5963070979474753,0.587403128544922,0.39566476380176585,0.5452704635539045,0.44877127478206175,0.3749855126218755,0.4639434426637818,0.46119113918074595,0.4465088941281416,0.5374814585933324,0.5338928581507669,0.4640135167836187,0.39874121361738823,0.01342250186159912,0.39004611358064145,0.41062175462074024,0.4116040601977039,0.38398270469381746,0.3829157383600393,0.4056357915927149,0.3918670338396289,0.4145862056396954,0.3979282991238281,0.4148235926624683,0.395750557776094,0.38567025356965146,0.5029093176239368,0.09527814014276745,0.6385876861307263,0.4775203719096553,0.31283080968345495,0.5532920424555067,0.4936353952196292,0.4064976116616772,0.5787724533343174,0.4163238852704879,0.5736535666232868,0.44192863409088023,0.6014558945447115,0.48444315568346097,0.37916221453101534,0.16001265019490524,0.350408737678613,0.336834382672745,0.22989234950680254,0.4012089813719271,0.5366238471223241,0.5110840735420461,0.7126698168455936,0.2574619762150582,0.2036860996690374,0.544264644409897,0.34804476141787105,0.2982875196692076
5,1.6946926394554989,0.21903339903921737,1.4041302458721086,1.754515870098837,1.3960878342378034,1.8970922802771655,2.0334409613794415,1.770025253300719,1.6607660144594438,1.670465341682886,1.5626958926763268,1.516918940483434,1.7571803107567052,1.6647574906143583,0.5282006096074428,0.1495832681952486,0.5908279127852912,0.5729242669476946,0.40694980649578355,0.5357941087271202,0.4177056276904606,0.3926444057022979,0.47746130616052246,0.4585160713857608,0.4461780696494469,0.5264182017825975,0.5353955040036028,0.4778498911320093,0.38852604534616986,0.00862768760753562,0.3968817218393698,0.39752134486303603,0.38755832485871056,0.3821584366566537,0.38975597583980265,0.4075883797951015,0.3984262613061528,0.3825297196513405,0.3992263199028402,0.3801551705719438,0.40655500252722326,0.3987775100413832,0.4938759758760845,0.07108898490750837,0.4779196638915886,0.493975274343391,0.48732948784773666,0.4468767595689563,0.5474937598204512,0.41603560984595767,0.43282167848397274,0.623132293155163,0.534342750476881,0.33050536005699976,0.5546942590295127,0.5189037446631043,0.39269846629873517,0.1248826575518678,0.20039326628700907,0.5139907249351672,0.2148943535470322,0.43639705966489123,0.539422021393271,0.3181146438863607,0.5096907381775773,0.4150156295234805,0.4803385073834378,0.5583580481099282,0.3005790062881784,0.5828802714105347
6,1.6763670082435422,0.16443482551004354,1.6896725576578853,1.7126136061851032,1.6922472378204465,2.0425266996869738,1.9970482903351432,1.6659981614572736,1.6035432760655972,1.7834176805027693,1.7878007907420774,1.702596581173115,1.7543960046267224,1.6759594133972429,0.5289512216736599,0.06521273882312419,0.5996457523799185,0.5762167775794639,0.3528652299720598,0.48472253400321574,0.42890033443921066,0.38110665521600556,0.5005253004042672,0.43203406764671426,0.41451861205980944,0.5256200229188244,0.5645349906567843,0.4986510352134698,0.3906852122734685,0.008723970523339203,0.3901296472095148,0.3907585972448871,0.3762875261544376,0.4030071533774829,0.39199921012247874,0.3689544891575439,0.38205796957904686,0.38216414403209314,0.39554561661792215,0.3858821312656623,0.3843404203314663,0.3969470989036801,0.5001694616141853,0.06883741901494406,0.6296444769171273,0.5420952434364907,0.454229200120445,0.4658787315328652,0.48023321299404703,0.382172477547954,0.4746128896482533,0.6218185999370152,0.4519333039868742,0.4688730863750402,0.7321607848784484,0.4190444668204688,0.3204766007148818,0.13044807862272007,0.49328973478730903,0.5325362832866902,0.06714408335317609,0.17807046853522213,0.516890691670266,0.5395213560028373,0.47856032337370547,0.3777463455406521,0.46222789289034777,0.4202225852091657,0.6848936608841643,0.41126593056181004
7,1.78910742717649,0.2663613021283065,1.654699185219995,1.8842796002723892,1.4621150006042685,1.9866880323842997,1.9464447077098606,1.765320568381086,1.703272639498373,1.8333675945849088,1.8391461406796108,1.5033856457881365,1.8890691922282659,1.6104990326441004,0.520948790846521,0.154525545300427,0.5812183908931795,0.5569294022555712,0.39648219645776994,0.5478423299891904,0.4312966779545518,0.4148964586858124,0.44610985616864696,0.42477990279412703,0.42990731725968057,0.5299154355608116,0.5581477125091976,0.5009385450142724,0.40045170612656256,0.014690156352019014,0.39240438557590623,0.39803679041535817,0.3824935043617804,0.3926782920146523,0.43354779192441106,0.3992225073421193,0.39757199908378626,0.3879258575875989,0.37130087850310484,0.39108336584211334,0.3859665045068149,0.388902544777604,0.48893405223202635,0.06680198471310393,0.500846625105408,0.4482378066177276,0.49851837138584304,0.5422300479217154,0.6411728927692697,0.5354937678766155,0.45105687586338483,0.5410365115803388,0.44467915516708606,0.4335573161262454,0.4979639823943105,0.486047574958692,0.3011812032161044,0.266190850315157,0.5658309866056987,0.5734892433394416,0.10841976119429542,0.2858643856091888,0.7542752068100007,0.43752168031014504,0.6435951069142256,0.2745692678413387,0.22819096226872437,0.4415006262689248,0.5976085058812395,0.35231846570240877
8,1.7233407138845318,0.20459673677129214,1.8984053479991068,1.7955928761220623,1.4117230557262028,1.9941643845873855,1.9958448541601297,1.482097788928315,1.8133287636618918,1.7982931304662944,1.6839039737218682,1.6488493178087442,1.9119517586893893,1.6184421095454573,0.5193526404894708,0.1532562125831772,0.5433455024228083,0.5647988155281087,0.3739436104429144,0.5249600269125588,0.43625578835411233,0.4149771097375608,0.4414247668289554,0.44675334931219357,0.42491362628098195,0.5017634129528884,0.5571625757559894,0.5022175644703353,0.40322258161573943,0.011891024572566647,0.38533985302385454,0.42331909375564025,0.41596336754687313,0.40677205243696474,0.3753837414823161,0.39724603709929496,0.3899491859493432,0.39687241872705126,0.41681554841590784,0.4003969985984112,0.39647956471584644,0.4130057926862303,0.497169019382446,0.041305200347967155,0.5032069562325362,0.48633355565200376,0.5060795944741978,0.4914169855321188,0.43704532308361155,0.5261677337240909,0.5930946266999539,0.47131663503837945,0.45796351295033305,0.4888981467077104,0.5805254300191277,0.4728973617861165,0.3820153336237268,0.252590971130368,0.4682461235070283,0.19846780734850877,-0.2148265686960184,0.12925008592946655,0.46296709142980186,0.44816150870736526,0.8402868035714142,0.4096862494345608,0.3094414221712237,0.5132063427123938,0.43916914261982265,0.7378205574450952
9,1.7952879376011972,0.19324170358063264,1.7469403817055102,1.8863322006600804,1.4404222670236453,1.9822007917221431,2.0497982593186923,1.525836422388322,1.6982778922755546,1.8733042589442017,1.9289222820251435,1.4711148109575016,1.8665062721480232,1.7742072391828856,0.49923711214273925,0.07800785581697099,0.5843034703133388,0.5522370153842167,0.39055982908723585,0.508835541773084,0.4437471333658902,0.4120939123884943,0.4522208035231833,0.449466175308272,0.4243533008550804,0.5138391637216272,0.5586364823064452,0.46725280119449364,0.39358262126773585,0.013724582420846072,0.3780420989166171,0.41124953625458194,0.38667319129301647,0.3861777894267363,0.40825159277873824,0.4064433834779177,0.39222210152480363,0.4096133960558999,0.41553906393338585,0.40001900304035076,0.4026416709482672,0.41467657001197245,0.5108289438939099,0.03649993429765756,0.5097392606431262,0.5144060794548091,0.4769515443690729,0.4760338957840939,0.5060387628380136,0.5069119178434822,0.43516380535961846,0.4726530857517131,0.5339798754686135,0.434186788017081,0.4853692120382634,0.5330850636302779,0.4532731819740677,0.410318402651378,0.8826681640758463,0.3570801405572927,-0.2943137825219232,0.08185519157182275,0.9427399659447486,0.6433984261240406,0.17547140703711217,0.3849300754509757,0.4391911409748469,0.5945019214625267,0.7741692546763838,1.0055780083035373
